TimeStamps,AnkleAccelerometer_x-axis (g),AnkleAccelerometer_y-axis (g),AnkleAccelerometer_z-axis (g),SVM(n),Theta(n),AnkleAngularVelocity_x-axis (deg/s),AnkleAngularVelocity_y-axis (deg/s),AnkleAngularVelocity_z-axis (deg/s),Ankleluminosity,RightPocketAccelerometer_x-axis (g),RightPocketAccelerometer_y-axis (g),RightPocketAccelerometer_z-axis (g),RightPocketAngularVelocity_x-axis (deg/s),RightPocketAngularVelocity_y-axis (deg/s),RightPocketAngularVelocity_z-axis (deg/s),NeckLuminosity,BeltAccelerometer_x-axis (g),BeltAccelerometer_y-axis (g),BeltAccelerometer_z-axis (g),BeltAngularVelocity_x-axis (deg/s),BeltAngularVelocity_y-axis (deg/s),BeltAngularVelocity_z-axis (deg/s),Beltluminosity,NeckAccelerometer_x-axis (g),NeckAccelerometer_y-axis (g),NeckAccelerometer_z-axis (g),NeckAngularVelocity_x-axis (deg/s),NeckAngularVelocity_y-axis (deg/s),NeckAngularVelocity_z-axis (deg/s),NeckLuminosity,WristAccelerometer_x-axis (g),WristAccelerometer_y-axis (g),WristAccelerometer_z-axis (g),WristAngularVelocity_x-axis (deg/s),WristAngularVelocity_y-axis (deg/s),WristAngularVelocity_z-axis (deg/s),WristLuminosity,BrainSensor,Infrared1,Infrared2,Infrared3,Infrared1(n),Infrared4,Infrared5,Infrared6,Infrared2(n),Subject,Activity
2018-07-04T12:04:17.738405,-1.01,0.237,-0.061,1.039225673,13.18255387,-5.305,2.256,-10.671,0,-0.981,0.285,0.124,1.28,-2.195,0.427,0,0.123,0.907,0.375,1.829,0.732,-1.159,392.633,-0.692,0.054,-0.803,1.402,3.78,-0.793,1231.336,-0.966,-0.267,0.103,-4.756,2.927,20.793,2108.154,285,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738406,-1.012,0.192,-0.065,1.032101255,10.72108806,-7.683,1.22,-5.427,0,-0.97,0.292,0.117,3.11,-4.634,3.232,0,0.123,0.907,0.375,4.024,1.951,-1.402,392.633,-0.682,0.055,-0.794,-0.183,-4.024,-0.671,1231.336,-0.966,-0.267,0.103,-5.976,2.988,32.256,2108.154,-220,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738407,-1.014,0.186,-0.063,1.032841227,10.37475527,0.549,0.915,-4.024,0,-0.97,0.292,0.117,0.122,-3.963,4.268,0,0.12,0.889,0.367,-1.28,2.866,0.305,392.633,-0.682,0.055,-0.794,0.976,-0.732,0,1231.336,-0.989,-0.29,0.108,-8.841,3.11,39.939,2108.154,-484,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738408,-1.014,0.186,-0.063,1.032841227,10.37475527,5.183,0.671,-1.524,0,-0.967,0.273,0.113,-4.268,3.841,-2.5,0,0.115,0.895,0.354,5,1.463,1.707,392.633,-0.682,0.052,-0.803,0.854,2.439,-0.793,1231.336,-0.989,-0.29,0.108,-21.829,3.537,42.5,2108.154,-356,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738409,-1.021,0.216,-0.063,1.045497967,11.9231843,8.476,0.976,-2.866,0,-0.985,0.257,0.107,-1.951,3.72,-5.244,0,0.115,0.895,0.354,4.878,0.793,1.768,392.633,-0.682,0.052,-0.803,-0.976,-3.049,-1.829,1231.336,-1.039,-0.35,0.076,-31.159,2.134,41.585,2108.154,-165,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738410,-1.021,0.216,-0.063,1.045497967,11.9231843,6.22,2.805,-7.012,0,-0.985,0.257,0.107,-2.256,5.732,-8.659,0,0.138,0.95,0.323,9.573,-1.402,2.805,392.633,-0.707,0.053,-0.814,0.854,3.963,-2.317,1231.336,-1.032,-0.35,0.065,0.305,-0.366,33.232,2108.154,-21,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738411,-1.026,0.186,-0.073,1.045275562,10.2499978,3.963,2.927,-8.232,0,-1.008,0.249,0.098,-0.732,2.5,-5.61,0,0.138,0.95,0.323,6.707,-1.159,3.171,392.633,-0.655,0.047,-0.817,-1.22,0.976,-2.134,1231.336,-1.032,-0.35,0.065,3.72,0.488,22.866,2108.154,88,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738412,-1.007,0.16,-0.08,1.022765369,9.000240864,5.549,1.28,-4.146,0,-1.008,0.249,0.098,2.439,-3.049,-1.22,0,0.137,0.937,0.327,5.122,-0.671,3.11,392.633,-0.655,0.047,-0.817,-2.561,20.915,-2.561,1231.336,-0.982,-0.324,0.095,2.073,2.622,10.976,2108.154,92,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738413,-1.007,0.16,-0.08,1.022765369,9.000240864,1.89,2.073,-2.195,0,-0.996,0.24,0.096,-0.061,-1.951,0.488,0,0.127,0.892,0.309,-2.073,-0.061,-0.244,392.633,-0.608,0.066,-0.84,0.549,4.329,-0.549,1231.336,-0.982,-0.324,0.095,5.061,1.22,-0.122,2108.154,136,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738414,-1.012,0.171,-0.084,1.02977716,9.558546992,4.634,1.463,-1.28,0,-0.982,0.229,0.099,2.744,-1.89,-2.134,0,0.127,0.892,0.309,2.256,-2.256,-1.037,429.443,-0.608,0.066,-0.84,-3.293,23.902,-0.976,1187.924,-1.05,-0.176,0.233,10.366,-6.707,-9.39,2369.185,152,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738415,-1.012,0.171,-0.084,1.02977716,9.558546992,6.037,0.183,-1.463,0,-0.982,0.229,0.099,0.854,0.549,-2.866,0,0.146,0.924,0.321,5.915,-2.195,-0.427,429.443,-0.643,0.154,-0.86,-5.183,35.976,-6.159,1187.924,-1.05,-0.176,0.233,-57.5,-30.976,-33.11,2369.185,88,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738416,-1.012,0.163,-0.073,1.027639042,9.126573368,2.5,1.707,-2.683,0,-0.991,0.244,0.088,4.634,-0.366,-2.073,0,0.146,0.924,0.321,-0.305,-1.341,-2.683,429.443,-0.633,0.167,-0.869,-73.171,-20.671,-27.927,1187.924,-1.098,-0.133,0.158,-535.183,-72.805,-137.378,2369.185,300,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738417,-1.014,0.162,-0.076,1.029667908,9.052086009,1.524,0.671,-1.585,0,-0.991,0.244,0.088,6.159,-1.402,-0.305,0,0.148,0.907,0.311,3.659,-2.073,-1.951,429.443,-0.633,0.167,-0.869,-154.085,22.866,-25.366,1187.924,-0.887,-0.946,-0.381,-482.744,-49.024,-136.89,2369.185,28,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738418,-1.014,0.162,-0.076,1.029667908,9.052086009,-2.561,0.854,-1.524,0,-0.971,0.256,0.096,7.378,-4.512,-0.793,0,0.211,0.9,0.335,2.195,2.439,1.585,429.443,-0.599,0.147,-0.853,-92.378,-37.805,-65.183,1187.924,-0.887,-0.946,-0.381,-127.317,6.829,-97.805,2369.185,-34,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738419,-1.02,0.166,-0.072,1.035924708,9.221018853,-2.927,1.037,-2.439,0,-0.959,0.315,0.095,0.732,0.854,-1.951,0,0.211,0.9,0.335,0.793,7.561,6.159,429.443,-0.599,0.147,-0.853,-46.463,8.841,-70.915,1187.924,-0.938,-0.433,-0.204,202.5,30.244,-78.049,2369.185,-11,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738420,-1.02,0.166,-0.072,1.035924708,9.221018853,-4.756,2.012,-3.902,0,-0.959,0.315,0.095,-15.366,7.256,-2.134,0,0.174,0.911,0.318,3.049,12.622,6.159,429.443,-0.654,0.158,-0.821,-55.244,30.61,-82.683,1187.924,-0.943,-0.003,0.106,47.683,-9.634,-55,2369.185,25,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738421,-1.019,0.157,-0.08,1.034122817,8.732383489,-6.585,1.585,-4.451,0,-0.985,0.271,0.1,-21.402,6.402,-2.317,0,0.131,0.915,0.321,4.695,18.902,8.293,429.443,-0.627,0.064,-0.851,-22.073,19.024,-42.561,1187.924,-0.82,-0.422,-0.063,-122.073,-27.5,-32.317,2369.185,22,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738422,-1.018,0.131,-0.085,1.029907763,7.307581466,-1.951,-0.061,3.232,0,-0.988,0.232,0.09,-24.268,8.415,-1.951,0,0.117,0.896,0.329,3.415,17.195,8.049,429.443,-0.623,0.049,-0.84,-15.122,15.122,-23.293,1187.924,-0.82,-0.422,-0.063,-56.524,-21.402,-10.793,2369.185,11,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738423,-1.008,0.161,-0.085,1.024309524,9.043196064,-6.585,-0.732,5.183,0,-0.987,0.206,0.073,-17.866,10.488,-8.537,0,0.118,0.91,0.32,6.28,10.366,6.829,429.443,-0.664,0.107,-0.808,-8.537,-2.134,6.829,1187.924,-0.794,-0.484,-0.012,6.341,-13.659,48.11,2369.185,24,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738424,-1.005,0.176,-0.074,1.022974584,9.906873923,-25.366,-6.098,4.512,0,-0.99,0.194,0.079,-8.72,10.976,-8.11,0,0.102,0.891,0.319,1.585,1.159,0.488,429.443,-0.658,0.097,-0.782,0.732,-7.744,3.415,1187.924,-0.788,-0.668,-0.026,2.744,-22.805,85.976,2369.185,74,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738425,-1.049,0.18,-0.051,1.065552439,9.725406968,-9.817,-1.524,-2.012,0,-1,0.227,0.092,0.427,6.098,-3.354,0,0.102,0.891,0.319,11.646,-4.085,0.366,429.443,-0.72,0.074,-0.829,3.171,5.732,10,1187.924,-0.819,-0.837,-0.044,132.866,-8.902,94.695,2369.185,-19,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738426,-1.049,0.18,-0.051,1.065552439,9.725406968,-1.037,1.402,-1.768,0,-1,0.227,0.092,-0.061,1.28,-0.854,0,0.09,0.966,0.41,14.573,-6.646,0.732,429.443,-0.72,0.074,-0.829,10.488,-3.476,13.171,1187.924,-0.84,-0.794,0.178,229.512,7.195,97.195,2369.185,108,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738427,-1.012,0.17,-0.054,1.027599144,9.522456562,-6.585,0.488,1.28,0,-1.01,0.228,0.087,7.744,2.5,-5.122,0,0.128,0.862,0.29,-0.488,-12.378,-1.28,429.443,-0.663,-0.001,-0.833,11.646,-7.988,17.439,1187.924,-0.84,-0.794,0.178,294.024,29.024,82.988,2369.185,192,1,1,1,1.732,1,1,1,1.732,1,1
2018-07-04T12:04:17.738428,-1.015,0.175,-0.068,1.032218,9.760948621,-7.5,3.11,-1.098,0,-0.984,0.217,0.073,7.256,6.707,-10.549,0,0.128,0.862,0.29,25.976,-18.171,0.549,429.443,-0.663,-0.001,-0.833,38.659,-17.378,49.146,1187.924,-0.85,-0.997,0.928,258.049,28.049,44.695,2369.185,92,1,1,1,1.732,1,1,1,1.732,1,1
